AIRPORT_SEQ_ID,AIRPORT_ID,AIRPORT_NAME,AIRPORT_DISPLAY_NAME,AIRPORT_CITY,AIRPORT_COUNTRY,AIRPORT_STATE,AIRPORT_COORDINATES,WEATHER_STATION_ID,WEATHER_STATION_NAME,WEATHER_COORDINATES,WEATHER_ADMIN1,WEATHER_ADMIN2,WEATHER_COUNTRY,WEATHER_STATE,DISTANCE_KM
1013601,10136,ABI,Abilene Regional,"Abilene, TX",United States,Texas,"(32.40944444, -99.67972222)",72096513910,"ABILENE DYESS AFB, TX US","(32.45762, -99.87148)",Texas,Taylor County,US,TX,18.776834693283725
1013601,10136,ABI,Abilene Regional,"Abilene, TX",United States,Texas,"(32.40944444, -99.67972222)",72077100276,"COLEMAN MUNICIPAL AIRPORT, TX US","(31.82737, -99.42645)",Texas,Coleman County,US,TX,68.97886245764172
1013601,10136,ABI,Abilene Regional,"Abilene, TX",United States,Texas,"(32.40944444, -99.67972222)",72057800176,"STEPHENS CO AIRPORT, TX US","(32.75568, -98.90229)",Texas,Stephens County,US,TX,82.3893805810756
1013601,10136,ABI,Abilene Regional,"Abilene, TX",United States,Texas,"(32.40944444, -99.67972222)",99999903072,"BRONTE 11 NNE, TX US","(31.89237, -100.48482)",Texas,Coke County,US,TX,95.13400145541294
1013601,10136,ABI,Abilene Regional,"Abilene, TX",United States,Texas,"(32.40944444, -99.67972222)",72266693943,"BROWNWOOD MUNICIPAL AIRPORT, TX US","(31.7421, -98.94561)",Texas,Brown County,US,TX,101.442481234224
1013601,10136,ABI,Abilene Regional,"Abilene, TX",United States,Texas,"(32.40944444, -99.67972222)",74735553997,"COMANCHE CO CITY AIRPORT, TX US","(31.89737, -98.60366)",Texas,Comanche County,US,TX,116.20605218205499
1013601,10136,ABI,Abilene Regional,"Abilene, TX",United States,Texas,"(32.40944444, -99.67972222)",72212203050,"SNYDER WINSTON FIELD AIRPORT, TX US","(32.71789, -100.91762)",Texas,Scurry County,US,TX,120.97170679133218
1013601,10136,ABI,Abilene Regional,"Abilene, TX",United States,Texas,"(32.40944444, -99.67972222)",72263023034,"SAN ANGELO MATHIS FIELD AIRPORT, TX US","(31.46377, -100.43704)",Texas,Tom Green County,US,TX,127.13829952025354
1013601,10136,ABI,Abilene Regional,"Abilene, TX",United States,Texas,"(32.40944444, -99.67972222)",72031853965,"GRAHAM MUNICIPAL AIRPORT, TX US","(33.10706, -98.5895)",Texas,Young County,US,TX,128.10225977508532
1014001,10140,ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States,New Mexico,"(35.04166667, -106.60638889)",72365023050,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","(35.08449, -106.65114)",New Mexico,Bernalillo County,US,NM,6.266079332641182
1014001,10140,ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States,New Mexico,"(35.04166667, -106.60638889)",72364703034,"ALBUQUERQUE DOUBLE EAGLE II AIRPORT, NM US","(35.2006, -106.70114)",New Mexico,Bernalillo County,US,NM,19.66174079057544
1014001,10140,ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States,New Mexico,"(35.04166667, -106.60638889)",72072499999,"BELEN REGIONAL AIRPORT, NM US","(34.66284, -106.77642)",New Mexico,Valencia County,US,NM,44.89008806671187
1014001,10140,ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States,New Mexico,"(35.04166667, -106.60638889)",99999903048,"SOCORRO 20 N, NM US","(34.61312, -106.76364)",New Mexico,Valencia County,US,NM,49.76698559654107
1014001,10140,ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States,New Mexico,"(35.04166667, -106.60638889)",99999903033,"MORIARTY AIRPORT, NM US","(34.99005, -106.04919)",New Mexico,Torrance County,US,NM,51.066425818686106
1014001,10140,ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States,New Mexico,"(35.04166667, -106.60638889)",72267703027,"CLINES CORNERS, NM US","(34.99005, -106.04919)",New Mexico,Torrance County,US,NM,51.066425818686106
1014001,10140,ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States,New Mexico,"(35.04166667, -106.60638889)",72365623049,"SANTA FE CO MUNICIPAL AIRPORT, NM US","(35.56281, -106.13086)",New Mexico,Santa Fe County,US,NM,72.25090323651536
1014001,10140,ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States,New Mexico,"(35.04166667, -106.60638889)",99999903062,"LOS ALAMOS 13 W, NM US","(35.88808, -106.30697)",New Mexico,Los Alamos County,US,NM,97.94527397912005
1014001,10140,ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States,New Mexico,"(35.04166667, -106.60638889)",72365493091,"LOS ALAMOS MUNICIPAL AIRPORT, NM US","(35.88808, -106.30697)",New Mexico,Los Alamos County,US,NM,97.94527397912005
1014001,10140,ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States,New Mexico,"(35.04166667, -106.60638889)",72362093040,"SOCORRO MUNICIPAL AIRPORT, NM US","(34.0584, -106.89142)",New Mexico,Socorro County,US,NM,112.40715643503572
1014101,10141,ABR,Aberdeen Regional,"Aberdeen, SD",United States,South Dakota,"(45.44972222, -98.42166667)",72659014929,"ABERDEEN REGIONAL AIRPORT, SD US","(45.4647, -98.48648)",South Dakota,Brown County,US,SD,5.322507026600728
1014101,10141,ABR,Aberdeen Regional,"Aberdeen, SD",United States,South Dakota,"(45.44972222, -98.42166667)",99999954933,"ABERDEEN 35 WNW, SD US","(45.72275, -98.94094)",South Dakota,McPherson County,US,SD,50.542507083074454
1014101,10141,ABR,Aberdeen Regional,"Aberdeen, SD",United States,South Dakota,"(45.44972222, -98.42166667)",72049100150,"GWINNER ROGER MELROE FIELD AIRPORT, ND US","(46.10774, -97.63649)",North Dakota,Sargent County,US,ND,95.1898937373705
1014101,10141,ABR,Aberdeen Regional,"Aberdeen, SD",United States,South Dakota,"(45.44972222, -98.42166667)",72651994993,"SISSETON MUNICIPAL AIRPORT, SD US","(45.66468, -97.0498)",South Dakota,Roberts County,US,SD,109.45148483741856
1014101,10141,ABR,Aberdeen Regional,"Aberdeen, SD",United States,South Dakota,"(45.44972222, -98.42166667)",72654614946,"WATERTOWN REGIONAL AIRPORT, SD US","(44.89941, -97.11507)",South Dakota,Codington County,US,SD,119.30520120906887
1014101,10141,ABR,Aberdeen Regional,"Aberdeen, SD",United States,South Dakota,"(45.44972222, -98.42166667)",72654014936,"HURON REGIONAL AIRPORT, SD US","(44.36332, -98.21426)",South Dakota,Beadle County,US,SD,121.90160117816922
1014101,10141,ABR,Aberdeen Regional,"Aberdeen, SD",United States,South Dakota,"(45.44972222, -98.42166667)",72753304922,"WHEATON MUNICIPAL AIRPORT, MN US","(45.80441, -96.49923)",Minnesota,Traverse County,US,MN,154.60212997524388
1014101,10141,ABR,Aberdeen Regional,"Aberdeen, SD",United States,South Dakota,"(45.44972222, -98.42166667)",72751504982,"ORTONVILLE MUNICIPAL MARTINSON FIELD AIRPORT, MN US","(45.30469, -96.44478)",Minnesota,Big Stone County,US,MN,155.2452268666407
1014101,10141,ABR,Aberdeen Regional,"Aberdeen, SD",United States,South Dakota,"(45.44972222, -98.42166667)",72668594052,"MOBRIDGE MUNICIPAL AIRPORT, SD US","(45.53722, -100.42791)",South Dakota,Walworth County,US,SD,156.67807708624719
1014101,10141,ABR,Aberdeen Regional,"Aberdeen, SD",United States,South Dakota,"(45.44972222, -98.42166667)",99999954937,"JAMESTOWN 38 WSW, ND US","(46.50831, -99.77122)",North Dakota,Logan County,US,ND,157.25393432014567
1014601,10146,ABY,Southwest Georgia Regional,"Albany, GA",United States,Georgia,"(31.53222222, -84.19611111)",72216013869,"ALBANY SW GEORGIA REGIONAL AIRPORT, GA US","(31.57851, -84.15574)",Georgia,Dougherty County,US,GA,6.412805866984805
1014601,10146,ABY,Southwest Georgia Regional,"Albany, GA",United States,Georgia,"(31.53222222, -84.19611111)",99999963829,"NEWTON 11 SW, GA US","(31.31296, -84.33574)",Georgia,Baker County,US,GA,27.748203228505812
1014601,10146,ABY,Southwest Georgia Regional,"Albany, GA",United States,Georgia,"(31.53222222, -84.19611111)",99999963828,"NEWTON 8 W, GA US","(31.31296, -84.33574)",Georgia,Baker County,US,GA,27.748203228505812
1014601,10146,ABY,Southwest Georgia Regional,"Albany, GA",United States,Georgia,"(31.53222222, -84.19611111)",72214753817,"MOULTRIE AIRPORT, GA US","(31.17991, -83.78906)",Georgia,Colquitt County,US,GA,55.03302297980889
1014601,10146,ABY,Southwest Georgia Regional,"Albany, GA",United States,Georgia,"(31.53222222, -84.19611111)",72094800328,"JIMMY CARTER REGIONAL AIRPORT, GA US","(32.07239, -84.23269)",Georgia,Sumter County,US,GA,60.16330325775982
1014601,10146,ABY,Southwest Georgia Regional,"Albany, GA",United States,Georgia,"(31.53222222, -84.19611111)",72071200250,"HENRY TIFT MYERS AIRPORT, GA US","(31.43491, -83.50961)",Georgia,Tift County,US,GA,65.99115515689925
1014601,10146,ABY,Southwest Georgia Regional,"Albany, GA",United States,Georgia,"(31.53222222, -84.19611111)",72025763835,"EARLY CO AIRPORT BLAKELY, GA US","(31.37768, -84.93409)",Georgia,Early County,US,GA,72.07915744687286
1014601,10146,ABY,Southwest Georgia Regional,"Albany, GA",United States,Georgia,"(31.53222222, -84.19611111)",72026853882,"BAINBRIDGE DECATUR CO INDUSTRIAL AIR PARK AIRPORT, GA US","(30.9038, -84.57547)",Georgia,Decatur County,US,GA,78.63972590271526
1014601,10146,ABY,Southwest Georgia Regional,"Albany, GA",United States,Georgia,"(31.53222222, -84.19611111)",72073800267,"THOMASVILLE REGIONAL AIRPORT, GA US","(30.83658, -83.97878)",Georgia,Thomas County,US,GA,80.06701727856614
1014601,10146,ABY,Southwest Georgia Regional,"Albany, GA",United States,Georgia,"(31.53222222, -84.19611111)",72103300350,"FITZGERALD MUNICIPAL AIRPORT, GA US","(31.71491, -83.25265)",Georgia,Ben Hill County,US,GA,91.61068733345752
1015401,10154,ACK,Nantucket Memorial,"Nantucket, MA",United States,Massachusetts,"(41.25666667, -70.05972222)",72506014756,"NANTUCKET MEMORIAL AIRPORT, MA US","(41.28346, -70.09946)",Massachusetts,Nantucket County,US,MA,4.461586342287828
1015401,10154,ACK,Nantucket Memorial,"Nantucket, MA",United States,Massachusetts,"(41.25666667, -70.05972222)",99404699999,"NANTUCKET ISLAND, MA US","(41.28346, -70.09946)",Massachusetts,Nantucket County,US,MA,4.461586342287828
1015401,10154,ACK,Nantucket Memorial,"Nantucket, MA",United States,Massachusetts,"(41.25666667, -70.05972222)",72506994624,"CHATHAM MUNICIPAL AIRPORT, MA US","(41.68122, -69.99113)",Massachusetts,Barnstable County,US,MA,47.55285300451309
1015401,10154,ACK,Nantucket Memorial,"Nantucket, MA",United States,Massachusetts,"(41.25666667, -70.05972222)",72506794720,"HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","(41.65289, -70.2828)",Massachusetts,Barnstable County,US,MA,47.81972723877569
1015401,10154,ACK,Nantucket Memorial,"Nantucket, MA",United States,Massachusetts,"(41.25666667, -70.05972222)",72506694724,"VINEYARD HAVEN MARTHAS VINEYARD AIRPORT, MA US","(41.38122, -70.67447)",Massachusetts,Dukes County,US,MA,53.17428699325519
1015401,10154,ACK,Nantucket Memorial,"Nantucket, MA",United States,Massachusetts,"(41.25666667, -70.05972222)",99801499999,"WAQUIOT BAY RESERVE, MA US","(41.57844, -70.55864)",Massachusetts,Barnstable County,US,MA,54.8720977222136
1015401,10154,ACK,Nantucket Memorial,"Nantucket, MA",United States,Massachusetts,"(41.25666667, -70.05972222)",72506114704,"FALMOUTH OTIS AFB, MA US","(41.64844, -70.48114)",Massachusetts,Barnstable County,US,MA,55.95755183698251
1015401,10154,ACK,Nantucket Memorial,"Nantucket, MA",United States,Massachusetts,"(41.25666667, -70.05972222)",72506594726,"NEW BEDFORD MUNICIPAL AIRPORT, MA US","(41.63622, -70.93421)",Massachusetts,Bristol County,US,MA,84.22413333888638
1015401,10154,ACK,Nantucket Memorial,"Nantucket, MA",United States,Massachusetts,"(41.25666667, -70.05972222)",72507364708,"PROVINCETOWN MUNICIPAL AIRPORT, MA US","(42.05844, -70.17864)",Massachusetts,Barnstable County,US,MA,89.6988080627146
1015401,10154,ACK,Nantucket Memorial,"Nantucket, MA",United States,Massachusetts,"(41.25666667, -70.05972222)",72506454769,"PLYMOUTH MUNICIPAL AIRPORT, MA US","(41.88344, -70.76254)",Massachusetts,Plymouth County,US,MA,90.97007492931844
1015501,10155,ACT,Waco Regional,"Waco, TX",United States,Texas,"(31.61138889, -97.22861111)",72256013959,"WACO REGIONAL AIRPORT, TX US","(31.701, -97.2164)",Texas,McLennan County,US,TX,10.031108398945936
1015501,10155,ACT,Waco Regional,"Waco, TX",United States,Texas,"(31.61138889, -97.22861111)",72256199999,"TSTC WACO, TX US","(31.63655, -97.09972)",Texas,McLennan County,US,TX,12.520435121635538
1015501,10155,ACT,Waco Regional,"Waco, TX",United States,Texas,"(31.61138889, -97.22861111)",72256353952,"WACO MCGREGOR EXECUTIVE AIRPORT, TX US","(31.44406, -97.40918)",Texas,McLennan County,US,TX,25.280314054820085
1015501,10155,ACT,Waco Regional,"Waco, TX",United States,Texas,"(31.61138889, -97.22861111)",72029553972,"HILLSBORO MUNICIPAL AIRPORT, TX US","(32.01099, -97.13001)",Texas,Hill County,US,TX,45.39992110752401
1015501,10155,ACT,Waco Regional,"Waco, TX",United States,Texas,"(31.61138889, -97.22861111)",72232300362,"GATESVILLE MUNICIPAL AIRPORT, TX US","(31.43516, -97.74391)",Texas,Coryell County,US,TX,52.62716274179887
1015501,10155,ACT,Waco Regional,"Waco, TX",United States,Texas,"(31.61138889, -97.22861111)",72257793984,"TEMPLE DRAUGHTON MIL, TX US","(31.14823, -97.46334)",Texas,Bell County,US,TX,56.11481275865275
1015501,10155,ACT,Waco Regional,"Waco, TX",United States,Texas,"(31.61138889, -97.22861111)",72077900461,"MEXIA LIMESTONE CO AIRPORT, TX US","(31.67989, -96.4822)",Texas,Limestone County,US,TX,71.0654616687753
1015501,10155,ACT,Waco Regional,"Waco, TX",United States,Texas,"(31.61138889, -97.22861111)",72257503972,"KILLEEN MUNICIPAL AIRPORT, TX US","(31.08351, -97.65974)",Texas,Bell County,US,TX,71.56518071458284
1015501,10155,ACT,Waco Regional,"Waco, TX",United States,Texas,"(31.61138889, -97.22861111)",72257003933,"FORT HOOD, TX US","(31.11712, -97.7278)",Texas,Bell County,US,TX,72.57409768279236
1015501,10155,ACT,Waco Regional,"Waco, TX",United States,Texas,"(31.61138889, -97.22861111)",72257603902,"ROBERT GRAY ARMY AIR FIELD, TX US","(31.13489, -97.77561)",Texas,Bell County,US,TX,74.1896295742231
1015701,10157,ACV,Arcata,"Arcata/Eureka, CA",United States,California,"(40.97916667, -124.1075)",72594524283,"ARCATA EUREKA AIRPORT, CA US","(40.94652, -124.10062)",California,Humboldt County,US,CA,3.675823237012504
1015701,10157,ACV,Arcata,"Arcata/Eureka, CA",United States,California,"(40.97916667, -124.1075)",72594024213,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","(40.80207, -124.16367)",California,Humboldt County,US,CA,20.25038630271984
1015701,10157,ACV,Arcata,"Arcata/Eureka, CA",United States,California,"(40.97916667, -124.1075)",74948500396,"ROHNERVILLE AIRPORT, CA US","(40.54763, -124.09727)",California,Humboldt County,US,CA,47.99242249812992
1015701,10157,ACV,Arcata,"Arcata/Eureka, CA",United States,California,"(40.97916667, -124.1075)",72594624286,"CRESCENT CITY MCNAMARA AIRPORT, CA US","(41.75595, -124.20175)",California,Del Norte County,US,CA,86.7317062585367
1015701,10157,ACV,Arcata,"Arcata/Eureka, CA",United States,California,"(40.97916667, -124.1075)",99401299999,"CRESCENT CITY, CA US","(41.75595, -124.20175)",California,Del Norte County,US,CA,86.7317062585367
1015701,10157,ACV,Arcata,"Arcata/Eureka, CA",United States,California,"(40.97916667, -124.1075)",A0705300346,"TRINITY CENTER AIRPORT, CA US","(40.70737, -122.80752)",California,Trinity County,US,CA,113.4513891361626
1015701,10157,ACV,Arcata,"Arcata/Eureka, CA",United States,California,"(40.97916667, -124.1075)",72036524267,"BROOKINGS STATE AIRPORT, OR US","(42.05261, -124.28398)",Oregon,Curry County,US,OR,120.26237464858583
1015701,10157,ACV,Arcata,"Arcata/Eureka, CA",United States,California,"(40.97916667, -124.1075)",72598524267,"BROOKINGS STATE AIRPORT, OR US","(42.05261, -124.28398)",Oregon,Curry County,US,OR,120.26237464858583
1015701,10157,ACV,Arcata,"Arcata/Eureka, CA",United States,California,"(40.97916667, -124.1075)",99999904222,"REDDING 12 WNW, CA US","(40.59932, -122.49196)",California,Shasta County,US,CA,142.41327132197847
1015701,10157,ACV,Arcata,"Arcata/Eureka, CA",United States,California,"(40.97916667, -124.1075)",72595724215,"MOUNT SHASTA, CA US","(41.31024, -122.31225)",California,Siskiyou County,US,CA,154.76473096245516
1015801,10158,ACY,Nafec Atlantic City,"Atlantic City, NJ",United States,New Jersey,"(39.45611111, -74.57805556)",72407093730,"ATLANTIC CITY INTERNATIONAL AIRPORT, NJ US","(39.47845, -74.57516)",New Jersey,Atlantic County,US,NJ,2.4963762181279128
1015801,10158,ACY,Nafec Atlantic City,"Atlantic City, NJ",United States,New Jersey,"(39.45611111, -74.57805556)",99999913724,"ATLANTIC CITY MARINA, NJ US","(39.36428, -74.42293)",New Jersey,Atlantic County,US,NJ,16.78923015932535
1015801,10158,ACY,Nafec Atlantic City,"Atlantic City, NJ",United States,New Jersey,"(39.45611111, -74.57805556)",99727099999,"ATLANTIC CITY, NJ US","(39.36428, -74.42293)",New Jersey,Atlantic County,US,NJ,16.78923015932535
1015801,10158,ACY,Nafec Atlantic City,"Atlantic City, NJ",United States,New Jersey,"(39.45611111, -74.57805556)",72407513735,"MILLVILLE MUNICIPAL AIRPORT, NJ US","(39.40206, -75.03934)",New Jersey,Cumberland County,US,NJ,40.072132415439256
1015801,10158,ACY,Nafec Atlantic City,"Atlantic City, NJ",United States,New Jersey,"(39.45611111, -74.57805556)",74596603726,"WILDWOOD CAPE MAY CO AIRPORT, NJ US","(39.01456, -74.88156)",New Jersey,Cape May County,US,NJ,55.622973119070735
1015801,10158,ACY,Nafec Atlantic City,"Atlantic City, NJ",United States,New Jersey,"(39.45611111, -74.57805556)",99777999999,"SHIP JOHN SHOAL, NJ US","(39.38178, -75.21991)",New Jersey,Cumberland County,US,NJ,55.751693452453495
1015801,10158,ACY,Nafec Atlantic City,"Atlantic City, NJ",United States,New Jersey,"(39.45611111, -74.57805556)",72407493780,"SOUTH JERSEY REGIONAL AIRPORT, NJ US","(39.934, -74.891)",New Jersey,Burlington County,US,NJ,59.50328074163304
1015801,10158,ACY,Nafec Atlantic City,"Atlantic City, NJ",United States,New Jersey,"(39.45611111, -74.57805556)",72040700462,"OCEAN CO AIRPORT, NJ US","(39.95456, -74.31515)",New Jersey,Ocean County,US,NJ,59.814304206210295
1015801,10158,ACY,Nafec Atlantic City,"Atlantic City, NJ",United States,New Jersey,"(39.45611111, -74.57805556)",72409614706,"MCGUIRE AFB, NJ US","(40.02984, -74.61849)",New Jersey,Burlington County,US,NJ,63.8893436029959
1015801,10158,ACY,Nafec Atlantic City,"Atlantic City, NJ",United States,New Jersey,"(39.45611111, -74.57805556)",72408013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US","(39.83039, -75.24046)",New Jersey,Gloucester County,US,NJ,70.34822873012716
1016501,10165,ADK,Adak NS,"Adak Island, AK",United States,Alaska,"(51.88277778, -176.64472222)",99843199999,"UNALASKA, AK US","(53.87361, -166.53667)",Alaska,Aleutians West Census Area,US,AK,712.7990281234278
1016501,10165,ADK,Adak NS,"Adak Island, AK",United States,Alaska,"(51.88277778, -176.64472222)",99738099999,"ADAK ISLAND, AK US","(53.8898, -166.5422)",Alaska,Aleutians West Census Area,US,AK,712.8851167062179
1016501,10165,ADK,Adak NS,"Adak Island, AK",United States,Alaska,"(51.88277778, -176.64472222)",99999925711,"ST. PAUL 4 NE, AK US","(53.8898, -166.5422)",Alaska,Aleutians West Census Area,US,AK,712.8851167062179
1016501,10165,ADK,Adak NS,"Adak Island, AK",United States,Alaska,"(51.88277778, -176.64472222)",A0003225715,"ATKA AIRPORT, AK US","(53.8898, -166.5422)",Alaska,Aleutians West Census Area,US,AK,712.8851167062179
1016501,10165,ADK,Adak NS,"Adak Island, AK",United States,Alaska,"(51.88277778, -176.64472222)",70383525628,"ST GEORGE ISLAND AIRPORT, AK US","(53.8898, -166.5422)",Alaska,Aleutians West Census Area,US,AK,712.8851167062179
1016501,10165,ADK,Adak NS,"Adak Island, AK",United States,Alaska,"(51.88277778, -176.64472222)",70308025713,"SAINT PAUL ISLAND AIRPORT, AK US","(53.8898, -166.5422)",Alaska,Aleutians West Census Area,US,AK,712.8851167062179
1016501,10165,ADK,Adak NS,"Adak Island, AK",United States,Alaska,"(51.88277778, -176.64472222)",70454025704,"ADAK AIRPORT, AK US","(53.8898, -166.5422)",Alaska,Aleutians West Census Area,US,AK,712.8851167062179
1016501,10165,ADK,Adak NS,"Adak Island, AK",United States,Alaska,"(51.88277778, -176.64472222)",70489025616,"DUTCH HARBOR, AK US","(53.8898, -166.5422)",Alaska,Aleutians West Census Area,US,AK,712.8851167062179
1016501,10165,ADK,Adak NS,"Adak Island, AK",United States,Alaska,"(51.88277778, -176.64472222)",70316525617,"SAND POINT AIRPORT, AK US","(55.33655, -160.4988)",Alaska,Aleutians East Borough,US,AK,1129.1239210632937
1016501,10165,ADK,Adak NS,"Adak Island, AK",United States,Alaska,"(51.88277778, -176.64472222)",70316025624,"COLD BAY AIRPORT, AK US","(55.33655, -160.4988)",Alaska,Aleutians East Borough,US,AK,1129.1239210632937
1017001,10170,ADQ,Kodiak Airport,"Kodiak, AK",United States,Alaska,"(57.75, -152.49388889)",70392699999,"AKHIOK, AK US","(57.76587, -152.60004)",Alaska,Kodiak Island Borough,US,AK,6.539703171800762
1017001,10170,ADQ,Kodiak Airport,"Kodiak, AK",United States,Alaska,"(57.75, -152.49388889)",99842799999,"KODIAK ISLAND, AK US","(57.76587, -152.60004)",Alaska,Kodiak Island Borough,US,AK,6.539703171800762
1017001,10170,ADQ,Kodiak Airport,"Kodiak, AK",United States,Alaska,"(57.75, -152.49388889)",70340025506,"ILIAMNA AIRPORT, AK US","(57.76587, -152.60004)",Alaska,Kodiak Island Borough,US,AK,6.539703171800762
1017001,10170,ADQ,Kodiak Airport,"Kodiak, AK",United States,Alaska,"(57.75, -152.49388889)",70350025501,"KODIAK AIRPORT, AK US","(57.79, -152.40722)",Alaska,Kodiak Island Borough,US,AK,6.796993723584939
1017001,10170,ADQ,Kodiak Airport,"Kodiak, AK",United States,Alaska,"(57.75, -152.49388889)",70341025507,"HOMER AIRPORT, AK US","(59.6425, -151.5494)",Alaska,Kenai Peninsula Borough,US,AK,217.39024671215793
1017001,10170,ADQ,Kodiak Airport,"Kodiak, AK",United States,Alaska,"(57.75, -152.49388889)",99408199999,"EAST AMATULI STATION LIGHT AK, US","(59.6425, -151.5494)",Alaska,Kenai Peninsula Borough,US,AK,217.39024671215793
1017001,10170,ADQ,Kodiak Airport,"Kodiak, AK",United States,Alaska,"(57.75, -152.49388889)",99819899999,"SELDOVIA, AK US","(59.6425, -151.5494)",Alaska,Kenai Peninsula Borough,US,AK,217.39024671215793
1017001,10170,ADQ,Kodiak Airport,"Kodiak, AK",United States,Alaska,"(57.75, -152.49388889)",99717699999,"HOMER SPIT, AK US","(59.6425, -151.5494)",Alaska,Kenai Peninsula Borough,US,AK,217.39024671215793
1017001,10170,ADQ,Kodiak Airport,"Kodiak, AK",United States,Alaska,"(57.75, -152.49388889)",70362125516,"SELDOVIA AIRPORT, AK US","(59.6425, -151.5494)",Alaska,Kenai Peninsula Borough,US,AK,217.39024671215793
1017001,10170,ADQ,Kodiak Airport,"Kodiak, AK",United States,Alaska,"(57.75, -152.49388889)",99999926562,"PORT ALSWORTH 1 SW, AK US","(59.77667, -151.83139)",Alaska,Kenai Peninsula Borough,US,AK,228.56732097910756
1018501,10185,AEX,England AFB,"Alexandria, LA",United States,Louisiana,"(31.32416667, -92.54694444)",74754093915,"ALEXANDRIA INTERNATIONAL AIRPORT, LA US","(31.31129, -92.44514)",Louisiana,Rapides Parish,US,LA,9.776191235521567
